,param_classifier,param_classifier__C,param_classifier__gamma,params,mean_test_accuracy,rank_test_accuracy,mean_train_accuracy,mean_test_f1_micro,rank_test_f1_micro,mean_train_f1_micro,mean_test_hamming_loss,rank_test_hamming_loss,mean_train_hamming_loss,mean_test_precision,rank_test_precision,mean_train_precision
0,"SVC(C=1000.0, gamma=0.0001)",0.0001,0.0001,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 0.0001, 'classifier__gamma': 0.0001}",0.1108,15,0.1346,0.5935,22,0.612,-0.3224,16,-0.3073,0.6565,13,0.6721
1,"SVC(C=1000.0, gamma=0.0001)",0.0001,0.001,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 0.0001, 'classifier__gamma': 0.001}",0.1108,15,0.1346,0.5935,22,0.612,-0.3224,16,-0.3073,0.6565,13,0.6721
2,"SVC(C=1000.0, gamma=0.0001)",0.0001,0.01,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 0.0001, 'classifier__gamma': 0.01}",0.1108,15,0.1346,0.5935,22,0.612,-0.3224,16,-0.3073,0.6565,13,0.6721
3,"SVC(C=1000.0, gamma=0.0001)",0.0001,0.1,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 0.0001, 'classifier__gamma': 0.1}",0.1108,15,0.1346,0.5935,22,0.612,-0.3224,16,-0.3073,0.6565,13,0.6721
4,"SVC(C=1000.0, gamma=0.0001)",0.0001,1.0,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 0.0001, 'classifier__gamma': 1.0}",0.1108,15,0.1346,0.5935,22,0.612,-0.3224,16,-0.3073,0.6565,13,0.6721
5,"SVC(C=1000.0, gamma=0.0001)",0.0001,10.0,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 0.0001, 'classifier__gamma': 10.0}",0.1108,15,0.1346,0.5935,22,0.612,-0.3224,16,-0.3073,0.6565,13,0.6721
6,"SVC(C=1000.0, gamma=0.0001)",0.0001,100.0,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 0.0001, 'classifier__gamma': 100.0}",0.1108,15,0.1346,0.5935,22,0.612,-0.3224,16,-0.3073,0.6565,13,0.6721
7,"SVC(C=1000.0, gamma=0.0001)",0.0001,1000.0,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 0.0001, 'classifier__gamma': 1000.0}",0.1108,15,0.1346,0.5935,22,0.612,-0.3224,16,-0.3073,0.6565,13,0.6721
8,"SVC(C=1000.0, gamma=0.0001)",0.0001,10000.0,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 0.0001, 'classifier__gamma': 10000.0}",0.1108,15,0.1346,0.5935,22,0.612,-0.3224,16,-0.3073,0.6565,13,0.6721
9,"SVC(C=1000.0, gamma=0.0001)",0.001,0.0001,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 0.001, 'classifier__gamma': 0.0001}",0.1108,15,0.1346,0.5935,22,0.612,-0.3224,16,-0.3073,0.6565,13,0.6721
10,"SVC(C=1000.0, gamma=0.0001)",0.001,0.001,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 0.001, 'classifier__gamma': 0.001}",0.1108,15,0.1346,0.5935,22,0.612,-0.3224,16,-0.3073,0.6565,13,0.6721
11,"SVC(C=1000.0, gamma=0.0001)",0.001,0.01,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 0.001, 'classifier__gamma': 0.01}",0.1108,15,0.1346,0.5935,22,0.612,-0.3224,16,-0.3073,0.6565,13,0.6721
12,"SVC(C=1000.0, gamma=0.0001)",0.001,0.1,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 0.001, 'classifier__gamma': 0.1}",0.1108,15,0.1346,0.5935,22,0.612,-0.3224,16,-0.3073,0.6565,13,0.6721
13,"SVC(C=1000.0, gamma=0.0001)",0.001,1.0,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 0.001, 'classifier__gamma': 1.0}",0.1108,15,0.1346,0.5935,22,0.612,-0.3224,16,-0.3073,0.6565,13,0.6721
14,"SVC(C=1000.0, gamma=0.0001)",0.001,10.0,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 0.001, 'classifier__gamma': 10.0}",0.1108,15,0.1346,0.5935,22,0.612,-0.3224,16,-0.3073,0.6565,13,0.6721
15,"SVC(C=1000.0, gamma=0.0001)",0.001,100.0,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 0.001, 'classifier__gamma': 100.0}",0.1108,15,0.1346,0.5935,22,0.612,-0.3224,16,-0.3073,0.6565,13,0.6721
16,"SVC(C=1000.0, gamma=0.0001)",0.001,1000.0,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 0.001, 'classifier__gamma': 1000.0}",0.1108,15,0.1346,0.5935,22,0.612,-0.3224,16,-0.3073,0.6565,13,0.6721
17,"SVC(C=1000.0, gamma=0.0001)",0.001,10000.0,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 0.001, 'classifier__gamma': 10000.0}",0.1108,15,0.1346,0.5935,22,0.612,-0.3224,16,-0.3073,0.6565,13,0.6721
18,"SVC(C=1000.0, gamma=0.0001)",0.01,0.0001,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 0.01, 'classifier__gamma': 0.0001}",0.1108,15,0.1346,0.5935,22,0.612,-0.3224,16,-0.3073,0.6565,13,0.6721
19,"SVC(C=1000.0, gamma=0.0001)",0.01,0.001,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 0.01, 'classifier__gamma': 0.001}",0.1108,15,0.1346,0.5935,22,0.612,-0.3224,16,-0.3073,0.6565,13,0.6721
20,"SVC(C=1000.0, gamma=0.0001)",0.01,0.01,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 0.01, 'classifier__gamma': 0.01}",0.1108,15,0.1346,0.5935,22,0.612,-0.3224,16,-0.3073,0.6565,13,0.6721
21,"SVC(C=1000.0, gamma=0.0001)",0.01,0.1,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 0.01, 'classifier__gamma': 0.1}",0.1108,15,0.1346,0.5935,22,0.612,-0.3224,16,-0.3073,0.6565,13,0.6721
22,"SVC(C=1000.0, gamma=0.0001)",0.01,1.0,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 0.01, 'classifier__gamma': 1.0}",0.1108,15,0.1346,0.5935,22,0.612,-0.3224,16,-0.3073,0.6565,13,0.6721
23,"SVC(C=1000.0, gamma=0.0001)",0.01,10.0,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 0.01, 'classifier__gamma': 10.0}",0.1108,15,0.1346,0.5935,22,0.612,-0.3224,16,-0.3073,0.6565,13,0.6721
24,"SVC(C=1000.0, gamma=0.0001)",0.01,100.0,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 0.01, 'classifier__gamma': 100.0}",0.1108,15,0.1346,0.5935,22,0.612,-0.3224,16,-0.3073,0.6565,13,0.6721
25,"SVC(C=1000.0, gamma=0.0001)",0.01,1000.0,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 0.01, 'classifier__gamma': 1000.0}",0.1108,15,0.1346,0.5935,22,0.612,-0.3224,16,-0.3073,0.6565,13,0.6721
26,"SVC(C=1000.0, gamma=0.0001)",0.01,10000.0,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 0.01, 'classifier__gamma': 10000.0}",0.1108,15,0.1346,0.5935,22,0.612,-0.3224,16,-0.3073,0.6565,13,0.6721
27,"SVC(C=1000.0, gamma=0.0001)",0.1,0.0001,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 0.1, 'classifier__gamma': 0.0001}",0.1108,15,0.1346,0.5935,22,0.612,-0.3224,16,-0.3073,0.6565,13,0.6721
28,"SVC(C=1000.0, gamma=0.0001)",0.1,0.001,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 0.1, 'classifier__gamma': 0.001}",0.1108,15,0.1346,0.5935,22,0.612,-0.3224,16,-0.3073,0.6565,13,0.6721
29,"SVC(C=1000.0, gamma=0.0001)",0.1,0.01,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 0.1, 'classifier__gamma': 0.01}",0.1108,15,0.1346,0.5935,22,0.612,-0.3224,16,-0.3073,0.6565,13,0.6721
30,"SVC(C=1000.0, gamma=0.0001)",0.1,0.1,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 0.1, 'classifier__gamma': 0.1}",0.1108,15,0.1365,0.5943,21,0.6148,-0.322,15,-0.3054,0.6569,12,0.6739
31,"SVC(C=1000.0, gamma=0.0001)",0.1,1.0,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 0.1, 'classifier__gamma': 1.0}",0.1108,15,0.1346,0.5935,22,0.612,-0.3224,16,-0.3073,0.6565,13,0.6721
32,"SVC(C=1000.0, gamma=0.0001)",0.1,10.0,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 0.1, 'classifier__gamma': 10.0}",0.1108,15,0.1346,0.5935,22,0.612,-0.3224,16,-0.3073,0.6565,13,0.6721
33,"SVC(C=1000.0, gamma=0.0001)",0.1,100.0,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 0.1, 'classifier__gamma': 100.0}",0.1108,15,0.1346,0.5935,22,0.612,-0.3224,16,-0.3073,0.6565,13,0.6721
34,"SVC(C=1000.0, gamma=0.0001)",0.1,1000.0,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 0.1, 'classifier__gamma': 1000.0}",0.1108,15,0.1346,0.5935,22,0.612,-0.3224,16,-0.3073,0.6565,13,0.6721
35,"SVC(C=1000.0, gamma=0.0001)",0.1,10000.0,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 0.1, 'classifier__gamma': 10000.0}",0.1108,15,0.1346,0.5935,22,0.612,-0.3224,16,-0.3073,0.6565,13,0.6721
36,"SVC(C=1000.0, gamma=0.0001)",1.0,0.0001,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 1.0, 'classifier__gamma': 0.0001}",0.1108,15,0.1346,0.5935,22,0.612,-0.3224,16,-0.3073,0.6565,13,0.6721
37,"SVC(C=1000.0, gamma=0.0001)",1.0,0.001,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 1.0, 'classifier__gamma': 0.001}",0.1108,15,0.1346,0.5935,22,0.612,-0.3224,16,-0.3073,0.6565,13,0.6721
38,"SVC(C=1000.0, gamma=0.0001)",1.0,0.01,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 1.0, 'classifier__gamma': 0.01}",0.1325,4,0.153,0.6287,7,0.6566,-0.3047,6,-0.2841,0.6628,2,0.6843
39,"SVC(C=1000.0, gamma=0.0001)",1.0,0.1,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 1.0, 'classifier__gamma': 0.1}",0.118,13,0.4794,0.6468,5,0.851,-0.3016,4,-0.1279,0.6551,71,0.8529
40,"SVC(C=1000.0, gamma=0.0001)",1.0,1.0,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 1.0, 'classifier__gamma': 1.0}",0.1132,14,0.9976,0.5958,20,0.9995,-0.32,14,-0.0004,0.6594,11,0.9991
41,"SVC(C=1000.0, gamma=0.0001)",1.0,10.0,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 1.0, 'classifier__gamma': 10.0}",0.1108,15,0.9976,0.5935,22,0.9995,-0.3224,16,-0.0004,0.6565,13,0.9991
42,"SVC(C=1000.0, gamma=0.0001)",1.0,100.0,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 1.0, 'classifier__gamma': 100.0}",0.1108,15,0.9976,0.5935,22,0.9995,-0.3224,16,-0.0004,0.6565,13,0.9991
43,"SVC(C=1000.0, gamma=0.0001)",1.0,1000.0,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 1.0, 'classifier__gamma': 1000.0}",0.1108,15,0.9976,0.5935,22,0.9995,-0.3224,16,-0.0004,0.6565,13,0.9991
44,"SVC(C=1000.0, gamma=0.0001)",1.0,10000.0,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 1.0, 'classifier__gamma': 10000.0}",0.1108,15,0.9976,0.5935,22,0.9995,-0.3224,16,-0.0004,0.6565,13,0.9991
45,"SVC(C=1000.0, gamma=0.0001)",10.0,0.0001,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 10.0, 'classifier__gamma': 0.0001}",0.1108,15,0.1346,0.5935,22,0.612,-0.3224,16,-0.3073,0.6565,13,0.6721
46,"SVC(C=1000.0, gamma=0.0001)",10.0,0.001,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 10.0, 'classifier__gamma': 0.001}",0.1326,3,0.1555,0.628,8,0.6595,-0.3051,7,-0.2807,0.6628,3,0.6898
47,"SVC(C=1000.0, gamma=0.0001)",10.0,0.01,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 10.0, 'classifier__gamma': 0.01}",0.1322,5,0.2722,0.661,3,0.755,-0.2928,3,-0.2133,0.6607,6,0.7465
48,"SVC(C=1000.0, gamma=0.0001)",10.0,0.1,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 10.0, 'classifier__gamma': 0.1}",0.0914,76,0.9976,0.6112,13,0.9995,-0.3336,78,-0.0004,0.6138,78,0.9991
49,"SVC(C=1000.0, gamma=0.0001)",10.0,1.0,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 10.0, 'classifier__gamma': 1.0}",0.1206,8,0.9976,0.5963,16,0.9995,-0.3192,10,-0.0004,0.6598,7,0.9991
50,"SVC(C=1000.0, gamma=0.0001)",10.0,10.0,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 10.0, 'classifier__gamma': 10.0}",0.1108,15,0.9976,0.5935,22,0.9995,-0.3224,16,-0.0004,0.6565,13,0.9991
51,"SVC(C=1000.0, gamma=0.0001)",10.0,100.0,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 10.0, 'classifier__gamma': 100.0}",0.1108,15,0.9976,0.5935,22,0.9995,-0.3224,16,-0.0004,0.6565,13,0.9991
52,"SVC(C=1000.0, gamma=0.0001)",10.0,1000.0,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 10.0, 'classifier__gamma': 1000.0}",0.1108,15,0.9976,0.5935,22,0.9995,-0.3224,16,-0.0004,0.6565,13,0.9991
53,"SVC(C=1000.0, gamma=0.0001)",10.0,10000.0,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 10.0, 'classifier__gamma': 10000.0}",0.1108,15,0.9976,0.5935,22,0.9995,-0.3224,16,-0.0004,0.6565,13,0.9991
54,"SVC(C=1000.0, gamma=0.0001)",100.0,0.0001,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 100.0, 'classifier__gamma': 0.0001}",0.1302,6,0.156,0.6276,9,0.6599,-0.3051,7,-0.2802,0.6635,1,0.6906
55,"SVC(C=1000.0, gamma=0.0001)",100.0,0.001,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 100.0, 'classifier__gamma': 0.001}",0.1467,1,0.2369,0.6648,2,0.7305,-0.2908,2,-0.2351,0.6612,5,0.7207
56,"SVC(C=1000.0, gamma=0.0001)",100.0,0.01,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 100.0, 'classifier__gamma': 0.01}",0.0915,74,0.7524,0.6094,14,0.9363,-0.3329,77,-0.0544,0.6172,74,0.9443
57,"SVC(C=1000.0, gamma=0.0001)",100.0,0.1,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 100.0, 'classifier__gamma': 0.1}",0.0914,76,0.9976,0.6124,10,0.9995,-0.3324,74,-0.0004,0.6151,75,0.9991
58,"SVC(C=1000.0, gamma=0.0001)",100.0,1.0,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 100.0, 'classifier__gamma': 1.0}",0.1206,8,0.9976,0.5963,16,0.9995,-0.3192,10,-0.0004,0.6598,7,0.9991
59,"SVC(C=1000.0, gamma=0.0001)",100.0,10.0,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 100.0, 'classifier__gamma': 10.0}",0.1108,15,0.9976,0.5935,22,0.9995,-0.3224,16,-0.0004,0.6565,13,0.9991
60,"SVC(C=1000.0, gamma=0.0001)",100.0,100.0,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 100.0, 'classifier__gamma': 100.0}",0.1108,15,0.9976,0.5935,22,0.9995,-0.3224,16,-0.0004,0.6565,13,0.9991
61,"SVC(C=1000.0, gamma=0.0001)",100.0,1000.0,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 100.0, 'classifier__gamma': 1000.0}",0.1108,15,0.9976,0.5935,22,0.9995,-0.3224,16,-0.0004,0.6565,13,0.9991
62,"SVC(C=1000.0, gamma=0.0001)",100.0,10000.0,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 100.0, 'classifier__gamma': 10000.0}",0.1108,15,0.9976,0.5935,22,0.9995,-0.3224,16,-0.0004,0.6565,13,0.9991
63,"SVC(C=1000.0, gamma=0.0001)",1000.0,0.0001,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 1000.0, 'classifier__gamma': 0.0001}",0.1443,2,0.2332,0.6653,1,0.7279,-0.2908,1,-0.2375,0.6612,4,0.7178
64,"SVC(C=1000.0, gamma=0.0001)",1000.0,0.001,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 1000.0, 'classifier__gamma': 0.001}",0.1202,12,0.2917,0.6457,6,0.7732,-0.3076,9,-0.1969,0.6442,73,0.7663
65,"SVC(C=1000.0, gamma=0.0001)",1000.0,0.01,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 1000.0, 'classifier__gamma': 0.01}",0.063,80,0.9976,0.5664,81,0.9995,-0.3736,81,-0.0004,0.5661,81,0.9991
66,"SVC(C=1000.0, gamma=0.0001)",1000.0,0.1,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 1000.0, 'classifier__gamma': 0.1}",0.0914,76,0.9976,0.6124,10,0.9995,-0.3324,74,-0.0004,0.6151,75,0.9991
67,"SVC(C=1000.0, gamma=0.0001)",1000.0,1.0,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 1000.0, 'classifier__gamma': 1.0}",0.1206,8,0.9976,0.5963,16,0.9995,-0.3192,10,-0.0004,0.6598,7,0.9991
68,"SVC(C=1000.0, gamma=0.0001)",1000.0,10.0,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 1000.0, 'classifier__gamma': 10.0}",0.1108,15,0.9976,0.5935,22,0.9995,-0.3224,16,-0.0004,0.6565,13,0.9991
69,"SVC(C=1000.0, gamma=0.0001)",1000.0,100.0,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 1000.0, 'classifier__gamma': 100.0}",0.1108,15,0.9976,0.5935,22,0.9995,-0.3224,16,-0.0004,0.6565,13,0.9991
70,"SVC(C=1000.0, gamma=0.0001)",1000.0,1000.0,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 1000.0, 'classifier__gamma': 1000.0}",0.1108,15,0.9976,0.5935,22,0.9995,-0.3224,16,-0.0004,0.6565,13,0.9991
71,"SVC(C=1000.0, gamma=0.0001)",1000.0,10000.0,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 1000.0, 'classifier__gamma': 10000.0}",0.1108,15,0.9976,0.5935,22,0.9995,-0.3224,16,-0.0004,0.6565,13,0.9991
72,"SVC(C=1000.0, gamma=0.0001)",10000.0,0.0001,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 10000.0, 'classifier__gamma': 0.0001}",0.125,7,0.2438,0.6505,4,0.7463,-0.3032,5,-0.2204,0.6482,72,0.7395
73,"SVC(C=1000.0, gamma=0.0001)",10000.0,0.001,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 10000.0, 'classifier__gamma': 0.001}",0.0915,74,0.765,0.6077,15,0.9399,-0.3372,79,-0.0513,0.6102,79,0.9477
74,"SVC(C=1000.0, gamma=0.0001)",10000.0,0.01,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 10000.0, 'classifier__gamma': 0.01}",0.063,80,0.9976,0.5666,80,0.9995,-0.3732,80,-0.0004,0.5665,80,0.9991
75,"SVC(C=1000.0, gamma=0.0001)",10000.0,0.1,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 10000.0, 'classifier__gamma': 0.1}",0.0914,76,0.9976,0.6124,10,0.9995,-0.3324,74,-0.0004,0.6151,75,0.9991
76,"SVC(C=1000.0, gamma=0.0001)",10000.0,1.0,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 10000.0, 'classifier__gamma': 1.0}",0.1206,8,0.9976,0.5963,16,0.9995,-0.3192,10,-0.0004,0.6598,7,0.9991
77,"SVC(C=1000.0, gamma=0.0001)",10000.0,10.0,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 10000.0, 'classifier__gamma': 10.0}",0.1108,15,0.9976,0.5935,22,0.9995,-0.3224,16,-0.0004,0.6565,13,0.9991
78,"SVC(C=1000.0, gamma=0.0001)",10000.0,100.0,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 10000.0, 'classifier__gamma': 100.0}",0.1108,15,0.9976,0.5935,22,0.9995,-0.3224,16,-0.0004,0.6565,13,0.9991
79,"SVC(C=1000.0, gamma=0.0001)",10000.0,1000.0,"{'classifier': SVC(C=1000.0, gamma=0.0001), 'classifier__C': 10000.0, 'classifier__gamma': 1000.0}",0.1108,15,0.9976,0.5935,22,0.9995,-0.3224,16,-0.0004,0.6565,13,0.9991
